title,owners,num_reviews,positive,negative,ratio,pos_percent,neg_percent,ccu,median_2weeks,median_forever,average_2weeks,average_forever,been_sale,orig_price,num_tags,num_genres,year_released,rating_val,num_followers,num_languages,has_meta,userscore,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
Terraforming Mars,373999.9999999997,3296,2513,783,3.209450830140485,76.24393203883496,23.756067961165048,785,0,6507,0,6407,0,19.99,20.0,2.0,2018,7,15427.0,15,0,76.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SOMA,1061999.9999999998,26734,25630,1104,23.215579710144926,95.87042717139224,4.129572828607765,92,0,307,0,337,0,29.99,20.0,3.0,2015,10,122451.0,16,1,95.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Men of War: Assault Squad 2 - Cold War,181999.9999999999,822,184,638,0.2884012539184953,22.38442822384428,77.61557177615572,9,0,18,0,18,0,24.99,6.0,4.0,2019,5,5073.0,17,1,22.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Street Fighter 30th Anniversary Collection,165000.00000000006,1453,981,472,2.0783898305084745,67.51548520302822,32.48451479697178,61,0,472,0,334,0,29.99,10.0,2.0,2018,6,12909.0,19,0,67.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPG Maker VX Ace,547000.0000000003,4001,3779,222,17.02252252252252,94.4513871532117,5.548612846788303,232,0,328,0,1767,0,69.99,19.0,4.0,2012,9,24806.0,16,0,94.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mad Max,2916000.0,56739,51802,4937,10.492606846262913,91.29875394349565,8.701246056504344,777,2,1117,2,1413,0,19.99,20.0,2.0,2015,9,223843.0,18,1,91.0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BioShock Infinite,4749999.999999996,111452,106153,5299,20.03264766937158,95.24548684635539,4.754513153644618,632,40,600,40,838,0,29.99,20.0,3.0,2013,10,0.0,20,1,95.0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farm Together,697999.9999999998,13318,12514,804,15.564676616915422,93.96305751614356,6.036942483856435,1174,841,1997,841,6195,0,19.99,20.0,3.0,2018,9,63898.0,33,0,93.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wayward,77000.0,886,756,130,5.815384615384615,85.32731376975168,14.672686230248308,57,0,0,0,0,1,7.99,20.0,5.0,2016,9,0.0,10,0,85.0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Space Pirate Trainer,169000.00000000012,2595,2456,139,17.66906474820144,94.64354527938343,5.35645472061657,13,0,226,0,272,0,14.99,11.0,0.0,2017,10,12269.0,10,0,94.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HALF DEAD 2,126000.00000000007,1913,1619,294,5.506802721088436,84.63146889702038,15.368531102979613,34,23,107,23,98,1,4.99,15.0,4.0,2019,9,8223.0,34,0,84.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wild Terra 2: New Lands,17000.00000000001,920,534,386,1.383419689119171,58.04347826086956,41.95652173913044,283,0,0,0,0,0,34.99,20.0,6.0,2021,6,13599.0,21,0,58.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subsistence,332000.0000000001,8407,6195,2212,2.800632911392405,73.68859283930058,26.311407160699417,611,12,2660,12,2332,0,13.99,20.0,2.0,2016,7,101923.0,31,0,73.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tyranny,694000.0000000006,9918,8609,1309,6.576776165011459,86.80177455132083,13.198225448679167,189,0,726,0,861,0,29.99,20.0,2.0,2016,9,108221.0,15,1,86.0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Space Haven,171000.00000000003,4030,3550,480,7.395833333333333,88.08933002481389,11.910669975186105,531,0,607,0,644,0,22.99,20.0,5.0,2020,9,97551.0,21,0,88.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Granny Simulator,100000.00000000001,2311,2124,187,11.358288770053475,91.90826482042405,8.091735179575942,26,0,93,0,116,0,4.99,16.0,4.0,2019,9,5053.0,10,0,91.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ancestors Legacy,494999.9999999999,5833,4626,1207,3.832642916321458,79.30738899365679,20.69261100634322,107,0,589,0,826,0,34.99,20.0,1.0,2018,9,74046.0,20,1,79.0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INSIDE,1812999.999999999,31434,30241,1193,25.34870075440067,96.20474645288542,3.7952535471145894,118,15,267,15,315,0,19.99,20.0,3.0,2016,10,167237.0,23,1,96.0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3D Organon VR Anatomy 2018,2999.9999999999977,32,15,17,0.8823529411764706,46.875,53.125,2,0,0,0,0,0,59.99,4.0,0.0,2016,6,1102.0,10,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3dSen VR,2999.9999999999977,126,120,6,20.0,95.23809523809523,4.761904761904762,1,0,0,0,0,1,19.99,20.0,0.0,2019,9,1548.0,10,0,95.0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SpellForce 3: Fallen God,74999.99999999996,754,700,54,12.962962962962964,92.83819628647215,7.161803713527852,92,0,29,0,29,0,24.99,15.0,3.0,2020,9,14512.0,18,1,92.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Unto The End,9000.000000000004,240,162,78,2.076923076923077,67.5,32.5,0,0,0,0,0,1,24.99,20.0,3.0,2020,6,7633.0,29,0,67.0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Serious Sam 4,305999.9999999999,9319,7807,1512,5.163359788359788,83.77508316342956,16.224916836570447,214,20,1431,20,805,0,39.99,20.0,5.0,2020,9,58687.0,22,0,83.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pine,85999.99999999994,1375,1059,316,3.3512658227848102,77.01818181818182,22.98181818181818,23,0,220,0,220,1,24.99,20.0,6.0,2019,7,37451.0,20,0,76.0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Warhammer 40,000: Space Marine",3971999.999999997,15815,14554,1261,11.54163362410785,92.0265570660765,7.97344293392349,203,0,354,0,770,0,29.99,20.0,2.0,2011,9,26240.0,15,1,92.0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mafia III: Definitive Edition,1187000.000000001,38215,21016,17199,1.2219315076457933,54.994112259583936,45.005887740416064,784,0,1233,0,2067,0,29.99,20.0,5.0,2020,6,191863.0,22,1,55.0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Escape the Ayuwoki,19999.99999999998,199,147,52,2.826923076923077,73.86934673366834,26.13065326633166,19,0,120,0,120,0,5.99,8.0,3.0,2019,7,1048.0,10,0,73.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cartel Tycoon,128000.00000000004,856,664,192,3.4583333333333335,77.57009345794393,22.429906542056074,196,0,140,0,140,0,24.99,20.0,6.0,2021,7,18004.0,17,0,77.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cosmodread,9000.000000000004,182,165,17,9.705882352941176,90.65934065934066,9.340659340659341,3,0,40,0,40,0,14.99,16.0,0.0,2021,9,1476.0,13,0,90.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Total Tank Simulator,260999.9999999998,3573,2733,840,3.2535714285714286,76.49034424853065,23.509655751469353,104,0,240,0,232,0,19.99,20.0,5.0,2020,7,37383.0,21,0,76.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SimCasino,17000.00000000001,307,261,46,5.673913043478261,85.01628664495115,14.983713355048861,34,0,0,0,0,0,24.99,20.0,4.0,2020,9,4947.0,10,0,84.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Life and Suffering of Sir Brante,42999.99999999997,1736,1604,132,12.151515151515152,92.3963133640553,7.603686635944701,162,0,0,0,0,0,19.99,19.0,6.0,2021,9,10509.0,11,0,92.0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PCMark 10,20999.999999999985,194,125,69,1.8115942028985508,64.43298969072166,35.56701030927835,12,0,32,0,32,0,29.99,3.0,1.0,2017,6,1966.0,13,0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dungeon Painter Studio,64000.00000000002,2022,1817,205,8.863414634146341,89.86152324431256,10.138476755687439,227,16,1531,16,1035,0,14.99,4.0,2.0,2017,9,12486.0,18,0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tribal Hunter,9000.000000000004,223,217,6,36.166666666666664,97.30941704035875,2.690582959641256,17,0,0,0,0,0,14.99,20.0,4.0,2021,9,1744.0,11,0,97.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BOXVR,228999.99999999983,1449,1176,273,4.3076923076923075,81.15942028985508,18.84057971014493,21,123,234,123,159,0,29.99,9.0,0.0,2019,9,4652.0,21,0,81.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fragile,5000.000000000004,205,150,55,2.727272727272727,73.17073170731707,26.82926829268293,1,0,0,0,0,1,14.99,20.0,2.0,2020,7,6945.0,18,0,72.0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hotline Miami 2: Wrong Number,1644999.9999999998,34100,31674,2426,13.0560593569662,92.88563049853373,7.114369501466275,278,214,373,214,532,0,14.99,20.0,2.0,2015,9,75809.0,16,0,92.0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STORY OF SEASONS: Friends of Mineral Town,80999.99999999994,3178,3028,150,20.186666666666667,95.28005034612964,4.7199496538703585,206,0,958,0,815,0,39.99,16.0,5.0,2020,10,24454.0,17,0,95.0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A Short Hike,102999.99999999999,6844,6790,54,125.74074074074075,99.21098772647574,0.7890122735242548,52,0,230,0,196,0,7.99,20.0,2.0,2019,10,11815.0,14,1,99.0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zero Escape: The Nonary Games,151000.0000000001,2636,2505,131,19.12213740458015,95.03034901365706,4.969650986342944,215,1,3036,1,2357,0,29.99,20.0,1.0,2017,9,15803.0,11,1,94.0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XCOM: Enemy Unknown,3085000.0000000005,46506,43959,2547,17.259128386336865,94.52328731776545,5.476712682234551,960,0,1289,0,2122,0,29.99,20.0,4.0,2012,9,50470.0,19,1,94.0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rise of Nations: Extended Edition,1255000.0000000005,9698,9087,611,14.872340425531915,93.69973190348524,6.3002680965147455,902,0,621,0,1551,0,19.99,20.0,3.0,2014,9,43234.0,14,1,93.0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airships: Conquer the Skies,338999.9999999998,3546,3395,151,22.483443708609272,95.74168076706148,4.258319232938522,81,0,311,0,311,0,14.99,20.0,3.0,2018,10,27449.0,16,0,95.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alien: Isolation,2132000.000000001,43792,40678,3114,13.062941554271035,92.88911216660577,7.110887833394227,370,1048,250,600,491,0,39.99,20.0,5.0,2014,9,135925.0,18,1,92.0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
We Were Here Too,88999.99999999996,4106,3293,813,4.0504305043050435,80.19970774476376,19.80029225523624,88,0,206,0,210,0,9.99,20.0,4.0,2018,7,24692.0,21,1,80.0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mad Games Tycoon 2,246000.0000000001,1980,1820,160,11.375,91.91919191919192,8.080808080808081,309,0,1526,0,1526,0,24.99,20.0,6.0,2021,9,13673.0,25,0,91.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West of Loathing,450000.00000000035,5922,5769,153,37.705882352941174,97.41641337386018,2.5835866261398177,89,0,473,0,409,0,10.99,20.0,3.0,2017,10,31970.0,10,1,97.0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hand Simulator,1166999.9999999995,29111,24417,4694,5.201746910950149,83.87551097523273,16.124489024767268,221,7,107,7,183,0,1.99,20.0,0.0,2017,9,29348.0,10,0,83.0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Close Combat - Gateway to Caen,68999.99999999994,391,261,130,2.0076923076923077,66.75191815856778,33.248081841432224,20,0,653,0,653,1,39.99,17.0,3.0,2014,6,5079.0,10,0,66.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YOU and ME and HER: A Love Story,11999.999999999993,677,652,25,26.08,96.30723781388478,3.6927621861152145,10,0,0,0,0,0,29.99,14.0,1.0,2020,10,4190.0,11,0,96.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Punch Club,843000.0000000005,9765,7777,1988,3.9119718309859155,79.6415770609319,20.3584229390681,95,1,304,1,365,1,9.99,20.0,4.0,2016,9,42979.0,22,1,79.0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BlazBlue: Cross Tag Battle,124000.0000000001,2981,2370,611,3.878887070376432,79.50352230795035,20.49647769204965,99,0,8924,0,8924,0,29.99,15.0,1.0,2019,9,20028.0,18,0,79.0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100% Orange Juice,892000.0,19936,18561,1375,13.498909090909091,93.10292937399679,6.8970706260032095,569,61,109,44,2811,0,6.99,20.0,3.0,2014,9,25586.0,17,0,93.0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Edge Of Eternity,100000.00000000001,1949,1582,367,4.310626702997276,81.16983068240124,18.83016931759877,61,0,96,0,448,0,29.99,20.0,10.0,2018,9,77714.0,16,0,81.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
